person_id,bank_account_number,bank,person_age,person_education,person_gender,person_marital_status,person_occupation
p042793,A043837,2947806,31,graduate degree or higher,male,married,business owner
p042794,A043838,3295718,53,high school,female,married,blue-collar worker
p042795,A043839,3714628,28,below high school,male,single,student
p042796,A043840,3071954,38,bachelor's degree,female,2,retired
p042797,A043841,4381267,19,high school,male,single,8
p042798,A043842,1265934,60,associate degree,male,married,unemployed
p042799,A043843,3581974,41,graduate degree or higher,female,married,freelancer
p042800,A043848,4693725,23,associate degree,female,single,other
p042801,A043849,3186407,65,bachelor's degree,male,married,blue-collar worker
p042802,A043850,1398427,42,high school,female,2,business owner
p042803,A043851,1527806,29,associate degree,male,married,white-collar worker
p042804,A043852,5286314,56,graduate degree or higher,male,married,9
p042805,A043853,4528071,19,below high school,female,single,student
p042806,A043854,3714628,38,bachelor's degree,male,married,retired
p042807,A043855,5472906,71,associate degree,female,2,unemployed
p042808,A043856,1683509,47,associate degree,female,married,freelancer
p042809,A043857,2486137,31,bachelor's degree,male,single,8
p042810,A043858,4871609,22,below high school,male,single,student
p042811,A043859,3468205,45,associate degree,female,married,unemployed
p042812,A043860,2198345,67,high school,male,2,9
p042813,A043861,4693725,31,bachelor's degree,female,married,freelancer
p042814,A043862,3862507,28,graduate degree or higher,male,single,retired
p042815,A043863,2046713,52,associate degree,female,married,other
p042816,A043864,3071954,19,below high school,female,single,white-collar worker
p042817,A043865,5472906,38,associate degree,male,married,blue-collar worker
p042818,A043866,1265934,60,bachelor's degree,female,2,8
p042819,A043867,4381267,25,associate degree,male,single,business owner
p042820,A043868,4381267,28,associate degree,male,single,blue-collar worker
p042821,A043869,3581974,55,bachelor's degree,female,married,8
p042822,A043870,1872056,22,below high school,male,single,student
p042823,A043871,4528071,67,high school,female,2,unemployed
p042824,A043872,1527806,35,graduate degree or higher,female,married,retired
p042825,A043873,2486137,45,associate degree,male,married,freelancer
p042826,A043874,3468205,19,high school,female,single,white-collar worker
p042827,A043875,2046713,52,bachelor's degree,male,2,9
p042828,A043876,3071954,31,associate degree,female,single,business owner
p042829,A043877,4381267,76,below high school,male,married,other
p042830,A043878,4381267,24,high school,female,single,other
p042831,A043879,4381267,56,bachelor's degree,male,married,blue-collar worker
p042832,A043880,4027316,67,associate degree,female,2,retired
p042833,A043881,1527806,19,below high school,male,single,student
p042834,A043882,4175902,42,graduate degree or higher,female,married,9
p042835,A043883,4175902,31,associate degree,male,single,freelancer
p042836,A043884,1047286,75,high school,male,married,unemployed
p042837,A043885,2657408,28,associate degree,female,married,white-collar worker
p042838,A043886,3862507,50,bachelor's degree,female,2,8
p042839,A043887,3581974,22,high school,male,single,business owner
p042840,A043888,2367901,67,high school,female,married,student
p042841,A043889,2486137,28,bachelor's degree,male,single,business owner
p042842,A043890,1398427,45,associate degree,female,married,other
p042843,A043891,1872056,21,below high school,male,single,white-collar worker
p042844,A043892,2486137,52,graduate degree or higher,female,2,9
p042845,A043893,5286314,38,associate degree,male,married,retired
p042846,A043894,2486137,60,associate degree,female,married,freelancer
p042847,A043895,1739462,31,bachelor's degree,male,single,unemployed
p042848,A043896,4381267,24,high school,female,single,blue-collar worker
p042849,A043897,5286314,73,below high school,male,2,8
p042850,A043898,4528071,22,associate degree,female,single,retired
p042851,A043899,5286314,58,bachelor's degree,male,married,8
p042852,A043900,2793615,35,associate degree,female,married,blue-collar worker
p042853,A043901,3295718,67,high school,male,2,student
p042854,A043902,1739462,29,graduate degree or higher,male,single,other
p042855,A043903,4381267,44,bachelor's degree,female,married,9
p042856,A043904,1265934,19,below high school,male,single,white-collar worker
p042857,A043905,2793615,52,associate degree,female,married,business owner
p042858,A043906,2367901,31,high school,male,married,freelancer
p042859,A043907,2947806,75,below high school,female,2,unemployed
p042860,A043908,2367901,22,associate degree,female,single,white-collar worker
p042861,A043909,3714628,58,bachelor's degree,male,married,unemployed
p042862,A043910,1047286,35,associate degree,female,2,freelancer
p042863,A043911,2486137,71,below high school,male,2,student
p042864,A043912,5286314,29,graduate degree or higher,male,single,8
p042865,A043913,3468205,45,high school,female,married,business owner
p042866,A043914,4871609,19,below high school,female,single,9
p042867,A043915,1683509,52,associate degree,male,married,retired
p042868,A043916,2793615,63,bachelor's degree,female,married,blue-collar worker
p042869,A043917,1739462,26,associate degree,male,single,other
p042870,A043918,4381267,28,associate degree,male,single,other
p042871,A043919,3186407,65,graduate degree or higher,female,2,9
p042872,A043920,1872056,45,bachelor's degree,male,married,freelancer
p042873,A043921,2198345,22,high school,female,single,white-collar worker
p042874,A043922,5039472,52,associate degree,female,married,retired
p042875,A043923,3186407,33,associate degree,male,married,blue-collar worker
p042876,A043924,4871609,71,below high school,female,married,student
p042877,A043925,4528071,19,below high school,male,single,business owner
p042878,A043926,2198345,38,high school,female,2,unemployed
p042879,A043927,2198345,58,bachelor's degree,male,married,8
p042880,A043928,1739462,72,associate degree,female,2,8
p042881,A043929,1398427,23,associate degree,male,single,business owner
p042882,A043930,2947806,45,high school,female,married,white-collar worker
p042883,A043931,1265934,29,bachelor's degree,male,single,unemployed
p042884,A043932,2793615,58,bachelor's degree,female,married,freelancer
p042885,A043933,1872056,21,below high school,male,single,student
p042886,A043934,4871609,34,graduate degree or higher,female,married,retired
p042887,A043935,5472906,50,associate degree,male,2,other
p042888,A043936,4175902,67,high school,female,married,9
p042889,A043937,1047286,40,bachelor's degree,male,married,blue-collar worker
p042890,A043938,5472906,24,associate degree,male,single,other
p042891,A043939,4381267,67,below high school,female,married,9
p042892,A043940,5472906,42,bachelor's degree,female,married,freelancer
p042893,A043941,1398427,31,associate degree,male,2,retired
p042894,A043942,3468205,19,high school,female,single,white-collar worker
p042895,A043943,2657408,56,high school,male,2,student
p042896,A043944,3071954,38,graduate degree or higher,female,married,8
p042897,A043945,1683509,28,bachelor's degree,male,single,blue-collar worker
p042898,A043946,2793615,75,below high school,female,married,9
p042899,A043947,1872056,47,associate degree,male,married,business owner
p042900,A043952,1527806,27,associate degree,female,single,unemployed
p042901,A043953,2793615,52,bachelor's degree,male,married,freelancer
p042902,A043954,5472906,68,high school,male,2,8
p042903,A043955,1739462,22,below high school,male,single,white-collar worker
p042904,A043956,3862507,45,graduate degree or higher,female,married,other
p042905,A043957,1527806,31,associate degree,female,married,business owner
p042906,A043958,3862507,19,below high school,male,single,9
p042907,A043959,2046713,60,associate degree,female,married,student
p042908,A043960,2198345,38,bachelor's degree,male,2,blue-collar worker
p042909,A043961,1872056,24,high school,female,single,retired
p042910,A043962,1739462,22,below high school,male,single,student
p042911,A043963,2793615,45,bachelor's degree,female,married,retired
p042912,A043964,3468205,67,high school,male,2,8
p042913,A043965,4528071,31,associate degree,female,married,freelancer
p042914,A043966,4027316,53,graduate degree or higher,male,married,9
p042915,A043967,2046713,19,below high school,female,single,white-collar worker
p042916,A043968,4027316,38,associate degree,male,married,unemployed
p042917,A043969,3468205,60,bachelor's degree,female,married,business owner
p042918,A043970,1739462,28,high school,male,single,blue-collar worker
p042919,A043971,2657408,41,associate degree,female,married,other
p042920,A043972,5039472,22,associate degree,male,single,white-collar worker
p042921,A043973,4528071,67,graduate degree or higher,female,married,8
p042922,A043974,5039472,45,bachelor's degree,female,married,business owner
p042923,A043975,2046713,29,associate degree,male,married,retired
p042924,A043976,3714628,55,high school,male,2,unemployed
p042925,A043977,1739462,31,bachelor's degree,female,single,9
p042926,A043978,2367901,19,below high school,female,single,student
p042927,A043979,3468205,38,associate degree,male,married,blue-collar worker
p042928,A043980,1683509,72,graduate degree or higher,female,married,other
p042929,A043981,2947806,26,high school,male,single,freelancer
p042930,A043982,3295718,22,associate degree,male,single,white-collar worker
p042931,A043983,3581974,45,bachelor's degree,female,married,business owner
p042932,A043984,4693725,68,high school,male,2,8
p042933,A043985,1739462,31,associate degree,female,single,retired
p042934,A043986,5472906,53,graduate degree or higher,male,married,9
p042935,A043987,4381267,19,below high school,female,single,blue-collar worker
p042936,A043988,2046713,38,bachelor's degree,male,married,unemployed
p042937,A043989,1683509,60,associate degree,female,2,freelancer
p042938,A043990,2657408,27,associate degree,male,single,other
p042939,A043991,2046713,72,high school,male,married,student
p042940,A043992,5472906,67,bachelor's degree,female,married,other
p042941,A043993,4175902,24,associate degree,male,single,white-collar worker
p042942,A043994,1398427,41,graduate degree or higher,female,married,freelancer
p042943,A043995,4871609,19,below high school,male,single,9
p042944,A043996,3862507,58,associate degree,male,2,business owner
p042945,A043997,1683509,33,high school,female,married,unemployed
p042946,A043998,1683509,72,bachelor's degree,female,married,student
p042947,A043999,1872056,26,associate degree,female,single,blue-collar worker
